ISOCODE,Type,COUNTRY,CIESINCODE,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC,AVERAGE
MNE,AGRI,Montenegro,499,60.44,96.10,128.54,767.06,126.99,7.75,91.00,2.15,3.82,92.74,"3,233.67",289.37,13.19,22.34,"1,700.59","5,833.35",73.75,28.30,"1,016.11",715.12
MSR,AGRI,Montserrat,500,1.97,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.03,0.14,0.13,0.11,0.14
MAR,AGRI,Morocco,504,2.16,20.91,7.00,15.54,5.92,6.77,90.49,179.40,36.58,66.37,23.64,15.02,23.91,21.42,32.15,50.60,20.49,7.17,20.81,34.02
MOZ,AGRI,Mozambique,508,"42,433.14","97,470.39","46,158.73","57,566.48","198,142.65","135,827.77","155,252.38","132,966.39","136,575.95","53,249.59","114,180.70","76,728.23","54,693.55","127,199.69","86,809.69","75,613.58","34,068.85","26,701.76","26,706.19","88,333.99"
OMN,AGRI,Oman,512,0.00,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.20,0.00,0.02
NAM,AGRI,Namibia,516,751.89,671.21,"1,298.04","2,553.11","2,614.93","3,673.17","10,856.11","1,914.89",954.32,53.28,926.95,529.92,"3,305.63","4,027.95","30,668.44","28,807.61","6,070.58","2,042.03","9,199.07","5,837.85"
NRU,AGRI,Nauru,520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NPL,AGRI,Nepal,524,466.62,257.00,317.82,562.55,285.00,42.34,380.26,35.65,692.78,501.35,98.83,"1,102.51","2,727.57","1,204.97",664.60,"2,387.48","1,351.29","1,525.25",64.43,772.02
NLD,AGRI,Netherlands,528,26.62,7.97,3.64,0.62,12.41,0.08,9.57,4.04,6.45,2.14,1.73,2.08,7.91,14.78,4.45,5.79,6.37,30.58,5.46,8.04
CUW,AGRI,Curaçao,531,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ABW,AGRI,Aruba,533,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00
SXM,AGRI,Sint Maarten (Dutch part),534,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BES,AGRI,Bonaire Saint Eustatius and Saba,535,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00
NCL,AGRI,New Caledonia,540,182.03,0.51,8.00,0.19,3.68,578.88,14.39,39.18,39.51,11.04,3.10,1.50,17.88,7.04,5.75,1.20,0.56,5.57,1.19,48.48
VUT,AGRI,Vanuatu,548,0.01,0.07,0.00,0.00,0.00,0.00,28.86,13.61,0.00,0.00,2.31,0.00,0.51,12.67,0.00,0.24,0.00,0.32,0.07,3.09
NZL,AGRI,New Zealand,554,13.78,62.99,35.58,29.00,"7,199.28",139.57,91.12,97.17,396.14,320.52,86.12,171.82,38.17,"1,880.06",73.21,26.46,166.31,91.44,27.42,576.11
NIC,AGRI,Nicaragua,558,"2,033.29","65,535.46",591.36,"3,206.81","1,579.80","1,247.09","15,219.82","1,701.82","3,074.43","1,446.48","1,062.66","1,029.44","1,532.04","1,243.98","1,262.75","1,941.22","2,101.85","2,865.56","1,627.21","5,805.43"
NER,AGRI,Niger,562,"44,174.05","27,261.79","21,067.52","52,038.48","28,900.77","66,894.73","108,636.92","22,533.55","94,917.45","37,442.99","46,661.86","26,185.95","49,531.22","50,480.23","26,554.45","56,502.72","51,501.56","29,332.51","15,798.50","45,074.59"
NGA,AGRI,Nigeria,566,"1,291,895.88","694,714.57","692,902.05","1,202,496.27","903,407.12","1,233,089.40","688,464.47","458,801.23","1,900,564.37","916,971.84","890,584.58","828,106.81","561,513.19","703,031.87","549,185.99","510,637.40","349,565.86","418,108.75","816,110.22","821,586.94"
NIU,AGRI,Niue,570,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NFK,AGRI,Norfolk Island,574,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NOR,AGRI,Norway,578,4.85,10.27,1.06,0.47,1.05,19.83,0.00,1.20,0.10,76.65,0.14,12.92,0.86,4.45,4.05,0.67,11.13,11.18,0.48,8.49
MNP,AGRI,Northern Mariana Islands,580,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FSM,AGRI,Micronesia (Federated States of),583,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MHL,AGRI,Marshall Islands,584,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PLW,AGRI,Palau,585,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PAK,AGRI,Pakistan,586,"15,381.75","7,002.91","4,898.89","3,607.23",708.10,"3,588.55","13,774.78","11,960.16","25,125.13","11,245.61","11,258.58","8,619.02","35,746.10","13,318.16","16,018.29","18,741.79","27,373.82","16,341.22","14,081.12","13,620.59"
PAN,AGRI,Panama,591,405.23,"1,579.49",79.11,191.19,183.57,120.74,345.11,248.45,63.87,715.77,235.74,242.92,433.09,106.53,11.26,351.80,214.45,272.37,632.98,338.62
PNG,AGRI,Papua New Guinea,598,"65,729.80","4,020.72","3,194.47","8,726.27","3,733.58","18,099.73","5,779.80","21,924.77","6,161.01","13,812.69","21,955.86","20,310.89","10,722.00","9,223.92","6,281.70","10,251.01","7,805.76","7,644.71","19,101.80","13,920.03"
PRY,AGRI,Paraguay,600,"11,430.36","5,383.02","16,512.22","25,179.81","22,412.41","19,017.86","13,212.23","4,720.10","9,355.83","10,472.73","13,758.53","6,523.57","4,195.98","4,119.80","5,257.69","6,387.16","8,095.73","4,121.69","3,441.37","10,189.37"
PER,AGRI,Peru,604,"7,688.36","1,702.31",988.61,637.42,"3,043.66",709.04,583.08,703.10,"1,658.44","1,141.41","3,267.14",876.66,"1,399.06","2,460.99","1,335.18","2,455.57",588.59,442.65,953.55,"1,717.62"
PHL,AGRI,Philippines,608,"14,095.70","15,211.91","2,107.76","3,042.89",930.87,"5,950.26","2,793.98","6,668.89","7,241.87","2,722.58","4,122.36",671.18,"9,684.57","5,310.32","1,726.56","1,269.49","1,812.47","3,932.40","5,675.76","4,998.52"
PCN,AGRI,Pitcairn,612,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
POL,AGRI,Poland,616,802.63,112.27,233.93,95.98,534.22,"1,412.26","1,403.12",527.64,192.90,261.78,135.01,"1,576.76",120.05,476.96,75.04,126.13,79.76,184.70,180.81,449.05
PRT,AGRI,Portugal,620,661.55,"4,500.62","1,544.36","16,678.60","1,813.56",778.49,"9,904.46","1,078.61","3,666.98","13,152.03",199.67,197.69,788.45,"2,843.94",979.80,902.42,"2,866.45",110.90,235.61,"3,310.75"
GNB,AGRI,Guinea-Bissau,624,"2,507.13","6,397.28","6,473.74","3,619.38","4,980.23","2,442.62","8,922.10","3,018.06","3,872.17","4,693.81","4,099.02","2,907.20","3,519.33","5,006.20","3,607.59","7,190.18","4,644.39","5,841.91","7,374.51","4,795.62"
TLS,AGRI,Timor-Leste,626,"1,443.66",35.94,27.37,55.10,67.30,116.32,63.09,297.23,74.43,283.42,53.95,155.48,126.84,9.37,52.11,16.39,20.93,43.58,6.39,155.21
PRI,AGRI,Puerto Rico,630,8.34,24.45,33.69,10.55,12.78,23.31,26.97,21.25,62.22,77.97,116.46,103.27,9.08,125.03,114.76,160.06,379.70,40.58,6.68,71.43
QAT,AGRI,Qatar,634,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REU,AGRI,Réunion,638,2.35,318.55,1.20,1.02,111.72,28.29,3.69,24.99,99.90,1.02,0.00,13.77,0.00,0.00,5.79,0.82,0.56,0.00,0.14,32.31
ROU,AGRI,Romania,642,"4,322.79","5,871.67","6,982.11","16,863.65","76,936.71","2,202.89","1,721.77","26,207.49","14,682.01","20,432.08","7,929.73","88,972.33","5,773.69","19,030.02","15,815.29","49,834.53","8,706.38","8,910.30","4,916.20","20,321.66"
RUS,AGRI,Russian Federation,643,"1,765,479.33","2,485,954.80","1,028,170.06","727,112.60","1,608,511.42","1,166,409.53","2,215,431.80","820,558.17","1,395,799.48","3,761,039.67","1,229,557.59","6,927,835.36","2,183,494.54","1,227,888.87","1,047,779.18","1,040,429.65","196,333.50","2,201,199.38","2,001,265.07","1,843,697.37"
RWA,AGRI,Rwanda,646,"4,239.55","5,447.71",247.42,990.88,185.51,"2,378.40",342.00,583.28,292.37,140.19,59.49,121.58,92.94,594.54,55.60,824.36,434.78,330.99,739.11,952.67
BLM,AGRI,Saint-Barthelemy,652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHN,AGRI,Saint Helena,654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KNA,AGRI,Saint Kitts and Nevis,659,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.03,0.00,0.05,0.06,0.06,0.02
AIA,AGRI,Anguilla,660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LCA,AGRI,Saint Lucia,662,0.03,0.03,0.01,0.01,3.92,0.00,0.35,0.00,0.00,0.09,0.22,0.25,0.00,0.87,0.20,0.71,0.00,0.00,0.18,0.36
SPM,AGRI,Saint Pierre and Miquelon,666,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VCT,AGRI,Saint Vincent and the Grenadines,670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.11,0.00,0.00,0.00,0.01
STP,AGRI,Sao Tome and Principe,678,0.29,0.33,0.27,0.15,0.00,0.00,4.09,2.37,0.00,6.12,3.03,3.17,2.20,5.40,0.28,0.16,2.81,0.16,3.08,1.79
SAU,AGRI,Saudi Arabia,682,78.57,103.58,93.29,77.76,12.19,979.35,42.73,793.57,719.42,965.87,733.66,5.63,12.47,12.82,138.26,3.42,11.23,220.83,12.13,264.04
SEN,AGRI,Senegal,686,"165,454.72","103,506.47","265,642.63","349,028.45","412,613.68","135,499.88","110,472.24","223,698.31","408,815.40","324,731.78","147,006.86","273,414.88","117,047.37","436,991.26","372,525.92","184,478.50","291,458.88","102,682.53","172,208.15","241,962.00"
SRB,AGRI,Serbia,688,"3,383.92",823.53,"3,720.97","12,170.43","3,520.06","1,354.33","2,813.64","5,625.15",703.64,"2,910.90","12,499.85","6,590.75","12,064.24","1,065.83","11,120.47","49,984.43","1,063.11",332.17,245.14,"6,946.98"
SYC,AGRI,Seychelles,690,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00
SLE,AGRI,Sierra Leone,694,"14,075.16","146,712.35","29,609.56","22,445.71","20,310.75","18,653.44","26,726.79","4,280.66","3,656.60","16,451.68","23,094.68","7,246.65","81,106.77","4,452.29","13,097.62","47,120.06","31,969.37","33,176.13","23,293.56","29,867.36"
SGP,AGRI,Singapore,702,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.00,0.00,0.06,0.02
SVK,AGRI,Slovakia,703,119.75,54.49,10.97,42.42,401.66,476.72,118.57,392.16,110.98,133.69,183.19,182.95,28.30,25.31,31.75,338.02,31.49,108.16,45.99,149.29
VNM,AGRI,Viet Nam,704,"11,760.83","31,807.39","13,866.28","15,223.99","1,760.76","7,309.48","13,933.30","19,296.65","43,639.54","12,936.63","28,277.84","4,610.01","23,237.07","66,654.74","9,494.44","67,505.08","386,865.77","213,443.79","406,578.83","72,536.97"
SVN,AGRI,Slovenia,705,6.50,0.56,0.31,2.17,8.73,1.06,7.03,18.12,6.85,6.66,0.09,5.88,0.43,0.15,2.76,6.10,5.73,1.65,1.63,4.34
SOM,AGRI,Somalia,706,683.83,"2,100.79",691.52,319.93,"5,888.28",404.89,"1,409.71",833.63,"2,479.84",108.52,304.24,428.09,75.67,372.43,75.69,52.09,117.12,215.74,55.84,874.62
ZAF,AGRI,South Africa,710,"112,434.49","411,636.02","536,646.29","160,303.91","122,644.50","105,777.84","37,739.41","51,690.93","41,998.07","26,566.94","58,985.79","42,969.93","65,593.77","50,077.81","54,780.55","42,031.95","56,569.58","61,959.02","36,416.24","109,306.47"
ZWE,AGRI,Zimbabwe,716,"28,063.91","17,971.76","16,553.53","10,630.65","15,999.97","9,752.92","11,437.29","19,186.94","14,734.34","13,770.33","9,113.41","15,937.22","9,777.97","12,447.55","8,140.79","3,300.15","4,720.24","6,212.96","4,073.61","12,201.34"
ESP,AGRI,Spain,724,"4,191.01","3,469.19","1,092.42","1,900,067.59","5,891.91","6,646.65","8,593.49","18,492.62","4,285.49","5,484.35","1,310.80",816.22,"1,267.54",888.40,"2,766.41","4,916.06","2,711.47","1,799.66","3,905.71","104,136.68"
SSD,AGRI,South Sudan,728,"1,174,985.59","309,993.71","445,694.29","610,401.79","209,615.42","466,943.56","263,726.52","212,369.65","828,864.90","709,920.50","724,223.13","454,607.07","459,012.90","366,562.46","661,557.82","800,867.10","769,542.51","834,662.26","1,118,372.62","601,153.88"
SDN,AGRI,Sudan,729,"373,494.44","126,320.10","270,658.23","370,698.85","231,894.80","263,946.32","177,791.26","251,209.06","405,412.50","289,876.09","424,003.57","233,330.81","179,538.25","181,093.65","195,145.56","272,846.81","180,157.11","184,870.28","187,416.32","252,616.00"
ESH,AGRI,Western Sahara,732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SUR,AGRI,Suriname,740,"2,315.80","3,315.60",677.94,26.95,309.20,"1,427.83","3,931.76",977.17,"1,094.69","1,673.83",572.86,"1,178.75","8,334.11",175.54,321.24,"5,179.00","4,139.62","3,184.29","4,067.21","2,258.07"
SJM,AGRI,Svalbard and Jan Mayen Islands,744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SWZ,AGRI,Swaziland,748,"1,112.98","35,690.17","12,078.42",797.07,620.23,738.21,451.12,"1,136.91",319.45,94.60,"1,177.75",587.67,442.67,731.78,560.52,586.00,467.50,834.89,177.33,"3,084.49"
SWE,AGRI,Sweden,752,2.55,0.44,0.17,0.38,4.95,8.88,1.56,3.37,1.51,70.12,12.97,9.69,2.20,1.78,0.34,0.00,1.88,7.78,6.94,7.24
CHE,AGRI,Switzerland,756,0.89,0.65,65.21,1.27,4.86,11.78,5.22,13.00,1.05,4.82,0.69,7.65,2.33,1.24,0.68,0.36,2.05,3.81,3.77,6.91
SYR,AGRI,Syrian Arab Republic,760,122.23,372.03,191.39,101.62,560.09,865.68,"1,185.33","7,856.76",319.13,157.72,302.38,36.65,"1,565.72","2,696.34",615.45,"2,001.58","2,140.61",821.77,"4,569.04","1,393.76"
TJK,AGRI,Tajikistan,762,66.51,187.85,456.15,12.76,14.90,88.78,45.64,"2,399.52",32.95,18.91,14.04,8.73,6.31,7.33,13.35,5.29,24.63,16.97,10.90,180.61
THA,AGRI,Thailand,764,"240,559.19","150,914.49","309,253.53","168,677.76","50,472.87","45,754.58","64,201.53","107,730.71","174,660.60","44,817.77","92,669.50","34,135.19","91,056.12","78,724.27","36,411.70","108,231.45","51,319.08","63,010.76","39,963.12","102,766.54"
TGO,AGRI,Togo,768,"168,126.49","310,284.41","126,692.45","164,153.31","182,804.00","177,197.68","122,968.05","55,760.61","473,042.04","207,425.32","89,972.16","357,696.08","233,637.48","179,831.12","346,779.41","94,449.04","118,393.00","68,489.26","364,406.99","202,216.26"
TKL,AGRI,Tokelau,772,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TON,AGRI,Tonga,776,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TTO,AGRI,Trinidad and Tobago,780,60.49,53.27,30.23,39.53,55.88,1.46,160.48,3.15,81.01,10.83,261.25,27.31,44.86,934.54,2.46,5.52,204.10,84.66,201.83,119.10
ARE,AGRI,United Arab Emirates,784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TUN,AGRI,Tunisia,788,2.93,52.92,18.20,"2,193.34",1.77,1.62,40.27,109.15,7.37,1.63,12.37,19.90,5.98,68.16,74.01,51.06,102.48,146.55,13.03,153.83
TUR,AGRI,Turkey,792,"6,329.72","20,958.20","11,793.55","14,744.43","59,281.58","19,839.68","28,054.54","21,212.37","21,797.38","12,715.73","25,675.28","18,643.35","101,413.64","36,247.52","65,945.80","52,528.81","62,154.18","49,921.65","150,929.83","41,062.49"
TKM,AGRI,Turkmenistan,795,33.92,276.05,271.53,87.63,148.62,73.06,104.30,"3,955.94",228.10,48.99,82.03,64.55,160.18,101.29,51.18,20.99,103.25,56.02,66.98,312.35
TCA,AGRI,Turks and Caicos Islands,796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.01
TUV,AGRI,Tuvalu,798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UGA,AGRI,Uganda,800,"564,272.58","299,759.22","141,258.30","335,768.70","265,180.09","266,561.56","273,212.68","166,187.29","599,971.07","70,500.04","215,025.70","317,448.23","90,575.05","227,233.77","191,860.70","297,036.73","194,751.77","138,502.74","173,219.82","254,122.42"
UKR,AGRI,Ukraine,804,"27,230.82","93,281.35","46,208.85","24,512.76","340,417.22","106,694.99","5,874.12","90,349.63","113,014.23","102,030.65","173,364.00","546,237.34","129,853.55","33,386.05","41,513.19","58,664.06","19,159.05","181,483.24","111,955.56","118,170.03"
MKD,AGRI,The former Yugoslav Republic of Macedonia,807,56.71,85.14,55.05,"33,525.89",463.10,84.48,125.18,285.67,89.71,172.16,"5,665.85",424.55,29.02,196.40,521.33,443.09,732.66,84.02,153.97,"2,273.37"
EGY,AGRI,Egypt,818,"1,379.21","9,139.49","3,595.87",13.63,318.89,"2,230.84","1,328.12","3,791.34","6,288.35","14,284.40","15,223.45","4,296.47","9,129.58","8,298.15","10,213.48","7,672.99","25,672.48","15,161.27","6,573.82","7,611.15"
GBR,AGRI,United Kingdom of Great Britain and Northern Ireland,826,"1,621.34",243.80,303.70,142.12,87.19,48.43,68.96,242.78,36.47,160.09,106.33,266.96,47.84,57.02,52.89,21.42,28.49,137.33,20.16,194.39
GGY,AGRI,Guernsey,831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JEY,AGRI,Jersey,832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMN,AGRI,Isle of Man,833,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TZA,AGRI,United Republic of Tanzania,834,"178,799.33","460,496.45","149,476.52","194,738.58","544,412.07","323,308.55","341,958.82","128,788.17","409,181.54","82,969.39","326,472.10","142,120.75","162,527.33","215,867.77","110,479.78","227,364.89","138,677.25","72,504.20","126,874.06","228,264.08"
USA,AGRI,United States of America,840,"45,398.81","39,801.33","84,113.52","150,131.54","87,146.27","75,711.12","103,711.28","81,518.54","61,461.43","66,649.40","149,199.56","62,875.38","194,159.12","249,967.32","128,106.31","60,936.20","61,297.33","78,407.60","287,105.71","108,826.20"
VIR,AGRI,United States Virgin Islands,850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BFA,AGRI,Burkina Faso,854,"157,984.04","91,906.27","82,063.00","433,627.68","113,947.88","137,849.66","123,621.43","183,475.13","222,701.17","218,048.34","209,296.73","85,031.64","133,235.36","111,611.61","57,816.26","49,180.59","76,575.29","72,734.40","42,872.14","137,030.45"
URY,AGRI,Uruguay,858,9.35,20.54,55.71,"1,414.03",16.39,65.75,89.86,131.20,339.65,266.94,47.48,241.64,89.92,61.13,81.86,234.82,55.13,29.88,125.19,177.71
UZB,AGRI,Uzbekistan,860,"3,169.89","1,932.59","2,726.41","2,438.69","1,450.88","1,017.36",658.34,"35,251.30","1,000.97",792.45,753.23,565.41,"1,207.63",161.45,587.91,494.46,"1,184.50","2,002.32",359.44,"3,039.75"
VEN,AGRI,Venezuela (Bolivarian Republic of),862,"22,907.71","31,680.14","12,622.86","23,922.86","65,538.12","17,539.79","42,530.98","9,971.58","35,623.11","35,743.96","33,209.26","32,413.38","30,697.18","43,872.39","5,894.65","5,377.72","23,185.97","28,233.93","13,010.89","27,051.39"
WLF,AGRI,Wallis and Futuna Islands,876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSM,AGRI,Western Samoa,882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YEM,AGRI,Yemen,887,0.00,0.56,0.00,0.00,0.00,0.17,0.00,0.01,0.00,0.00,0.00,0.54,0.00,0.03,0.03,0.01,0.04,0.02,0.50,0.10
ZMB,AGRI,Zambia,894,"87,427.18","82,264.79","62,714.89","58,681.94","213,731.33","171,120.69","125,286.33","113,313.31","145,647.59","71,008.63","83,354.19","85,968.84","76,604.68","76,478.63","95,220.22","117,979.08","43,411.36","39,579.76","40,860.33","94,244.94"
KOS,AGRI,Kosovo,999,38.89,335.35,52.14,"5,652.54",65.51,5.15,103.38,124.87,71.65,20.44,"2,584.46",213.47,45.70,92.29,"3,075.27",552.24,811.41,323.31,113.51,751.66
AFG,BORF,Afghanistan,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALB,BORF,Albania,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DZA,BORF,Algeria,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASM,BORF,American Samoa,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AGO,BORF,Angola,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATG,BORF,Antigua and Barbuda,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZE,BORF,Azerbaijan,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARG,BORF,Argentina,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUS,BORF,Australia,36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUT,BORF,Austria,40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BHS,BORF,Bahamas,44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
